train_0/fw_bonus,test_1/avg_q,train_1/reward_-0.0_frac,train_1/reward_-27.0_frac,train_0/fw_loss,train_0/mu_grads_std,test/episodes,train_1/q_grads_std,train_1/current_q,train_1/fw_loss,test_1/subgoal_succ_rate,train_1/q_loss,train/episodes,train_1/mu_grads_std,train_0/mu_loss,train_0/q_loss,train_1/reward_-1.0_frac,train_0/reward_-1.0_frac,test_0/avg_q,train/success_rate,train_0/q_grads,epoch,train_0/avg_q,train_1/reward,train_1/target_q,train_1/mu_loss,train_1/mu_grads,train_1/avg_q,train_0/next_q,train_1/q_grads,train_0/target_q,train_0/current_q,train_1/subgoal_succ_rate,train_0/mu_grads,test/success_rate,train_1/n_subgoals,train_1/fw_bonus,policy/steps,train_0/reward_-0.0_frac,train_0/q_grads_std,train_0/reward,test_1/n_subgoals,train_1/next_q
-0.9986872568726539,-8.461763648139206,0.0,0.0,0.00035429622657829897,0.34518384337425234,275.0,0.42015518322587014,-11.934693504137826,0.0018112372985342518,0.0651872399445215,6.100473226547099,1100.0,0.3531807713210583,5.026521496775508,0.36679140624974743,0.007666015625,0.0046142578125,-0.5655457364585703,0.62,0.023602012265473604,10,-9.273496543241018,-2.131201880066874,-11.935101278636974,11.71485767130142,-0.010423975554294885,-16.299694460939595,-4.921651187916636,-0.01346944395918399,-5.33210796289246,-5.354742964104758,0.24843423799582465,-0.06087735388427973,0.0,1916.0,-0.9961698383092881,733935.0,0.0,0.24974247738718985,-0.7381422736438253,721.0,-11.65069650935072
-0.9987782940268517,-14.205049911395422,0.0,0.0,0.00033007494785124435,0.3613386869430542,300.0,0.4291258752346039,-7.157665085761105,0.0018217110016848892,0.19973190348525469,4.2433724470264345,1200.0,0.36416357904672625,4.468721463538641,0.8078056081095625,0.0073974609375,0.0160888671875,-0.9633985627827724,0.48,0.02468637186102569,11,-6.95336107844472,-2.163820009398478,-7.362890571671817,6.555439788177722,-0.011770044034346939,-13.32598467293682,-4.316645482957884,-0.02166834962554276,-4.59333076788329,-4.629784302752877,0.19280442804428044,-0.06737266033887863,0.12,2168.0,-0.9961247652769089,801655.0,0.0,0.25707644000649454,-0.7430356361612211,746.0,-6.455904741470692
-0.9987865820527076,-13.927743338103593,0.0,0.0,0.0003278687683632597,0.3740641064941883,325.0,0.43683034628629686,-11.656015480965342,0.0016716896730940788,0.011816838995568686,7.417304099320603,1300.0,0.37706971615552903,5.917446604233801,0.40017147090373595,0.00732421875,0.0185302734375,-1.7886429941422368,0.74,0.025184379937127233,12,-9.874920126164648,-2.191904965224603,-11.721684262288719,11.53863311558411,-0.015352790872566403,-15.306975701624939,-5.717221753962167,-0.024651106726378203,-6.0767289144981405,-6.123786119133618,0.23532898636633076,-0.07166194580495358,0.08,1687.0,-0.9967702507972718,857809.0,0.0,0.2683047793805599,-0.7400347795417475,677.0,-11.345374989894768
-0.9988020792603493,-18.47806471495788,0.0,0.0,0.00032374669463024474,0.39268123507499697,350.0,0.438948679715395,-11.955041025368203,0.0017444436904042958,0.03668261562998405,5.605879175856282,1400.0,0.3888215012848377,4.140679296775081,0.48565562224286385,0.0070068359375,0.0113037109375,-0.5722529331857439,0.51,0.024066254124045373,13,-10.3861015278882,-2.191259080134478,-12.005433399396038,11.946097522529232,-0.017387397540733217,-16.47232081578617,-4.042500813073197,-0.026486084749922156,-4.496112019732879,-4.400393346610168,0.21321029626032054,-0.0755196800455451,0.16,2059.0,-0.9964572176337242,922116.0,0.0,0.27804185897111894,-0.7421626756695332,627.0,-11.75708276797707
-0.9988444909453392,-17.387739287034563,0.0,0.0,0.00031245678874256553,0.40674441754817964,375.0,0.44871280416846276,-11.930687860660587,0.0017752426356310025,0.0,5.614632245742018,1500.0,0.3971354529261589,3.464199642743394,0.43767524412136416,0.0075439453125,0.019580078125,-0.638436350496076,0.43,0.024865916557610036,14,-6.798916848304611,-2.2350613994716695,-12.01607681144074,11.989051010873983,-0.019182297959923746,-16.864202574153484,-3.318883653400543,-0.02809163713827729,-3.77215810641176,-3.722116013174668,0.14064697609001406,-0.07655658908188342,0.0,2133.0,-0.9963247060775757,992708.0,0.0,0.2841894321143627,-0.7360392499344016,675.0,-11.792044020464825
-0.9988994479179383,-14.262202784626002,0.0,0.0,0.0002978337524837116,0.42056881338357927,400.0,0.45776784867048265,-12.697858674608034,0.0017782986484235152,0.00881057268722467,5.511954738394888,1600.0,0.410126268863678,4.713916235155726,0.4739045984939413,0.0075439453125,0.028466796875,-1.238048675235628,0.58,0.02710800589993596,15,-7.770072206719855,-2.291344733198275,-12.731697178952317,12.749624295968406,-0.021164359431713818,-16.96788186421008,-4.542171820801224,-0.02834267681464553,-4.899574442492567,-4.917653563072931,0.15349075975359344,-0.07974143736064435,0.0,1948.0,-0.9963115483522416,1057773.0,0.0,0.292263999581337,-0.7377009383657424,681.0,-12.575659271647703
-0.9988675162196159,-15.83469092786707,0.0,0.0,0.00030633313726866616,0.43276364356279373,425.0,0.471105045825243,-13.003503027031348,0.0016649319790303708,0.9524401064773735,5.5312251670200245,1700.0,0.4204513534903526,5.445723675774602,0.3662140503262342,0.007470703125,0.0255615234375,-1.9219907650960535,0.62,0.028305363934487106,16,-11.028532635664826,-2.3115716575757688,-13.103826068207102,13.182975023968709,-0.02430381756275892,-16.7197241741493,-5.2712406078804355,-0.03139919014647603,-5.632181692661442,-5.673429417418494,0.27627800114876505,-0.08215261530131102,0.12,1741.0,-0.9967993274331093,1113164.0,0.0,0.30311196148395536,-0.7387732749266434,5635.0,-13.075562595094613
-0.9989171847701073,-18.071945315624824,0.0,0.0,0.0002931183400505688,0.4453945726156235,450.0,0.4838686116039753,-12.742081432543396,0.0017560234089614823,0.5060763888888888,6.0524447123094145,1800.0,0.42851041853427885,5.079555545127528,0.4790866329278261,0.007470703125,0.0362548828125,-1.0814357411106856,0.67,0.028066412033513188,17,-11.802672266250475,-2.248412149612341,-12.772501489463234,12.8511241581126,-0.027307241270318628,-16.296717186430758,-4.959657989840445,-0.0321971096098423,-5.329090986628498,-5.323325892610839,0.399893219434063,-0.08886001855134965,0.12,1873.0,-0.996407388150692,1167186.0,0.0,0.31153549030423167,-0.7432717749052244,1152.0,-12.720910233497252
-0.9988895609974862,-15.736996669793797,0.0,0.0,0.00030046448737266476,0.456646878272295,475.0,0.4909796372056007,-12.384410662872204,0.0017147007718449458,0.9016064257028112,5.803248042144995,1900.0,0.43654054775834084,5.1662021678123295,0.45984575640349706,0.0076171875,0.0413818359375,-1.4077785699757372,0.54,0.030085285613313317,18,-12.318236071080834,-2.2984810130899858,-12.435363149908515,12.400700551814282,-0.029009412229061126,-16.540798603922998,-5.017454852296323,-0.03393400767818093,-5.395700501564235,-5.373015174547166,0.3164179104477612,-0.09236223492771387,0.16,2010.0,-0.9965851873159408,1226783.0,0.0,0.3199994668364525,-0.7403168748427561,4482.0,-12.27365072458351
-0.9988685503602028,-15.651569393729922,0.0,0.0,0.00030606038453697695,0.46703421548008917,500.0,0.4982982836663723,-11.766259638487265,0.0016261225624475627,0.8943342776203966,5.415651324543835,2000.0,0.4431817792356014,5.540301217904356,0.4598315787668265,0.006689453125,0.0384765625,-1.1033114416105356,0.53,0.030955473706126214,19,-13.78525485058068,-2.2499068589822855,-11.818787145811157,11.76055666060976,-0.02966161952354014,-15.246193676590352,-5.416342611883265,-0.03499149959534407,-5.749759397545018,-5.796232054570072,0.4334487877288471,-0.09422506149858237,0.2,2021.0,-0.9969662949442863,1280214.0,0.0,0.32719545513391496,-0.7468118612840045,3530.0,-11.602475859807592
-0.9989170029759407,-15.725365894456678,0.0,0.0,0.0002931641323812073,0.4791359156370163,525.0,0.5121105879545211,-11.908991666241361,0.001700013704248704,0.8445086705202313,5.847676227124284,2100.0,0.453384718298912,6.270050418482592,0.39273403449174243,0.00771484375,0.0421142578125,-1.7012731320807326,0.57,0.031652787886559966,20,-12.63437032004629,-2.1201703951250237,-11.983591750297455,12.008692486958216,-0.03256960567086935,-15.404923393223145,-6.104776729335297,-0.036018391326069835,-6.4506355608011345,-6.493660339892145,0.44683026584867075,-0.09612769298255444,0.48,1956.0,-0.9966483905911445,1327141.0,0.0,0.3375467650592327,-0.7509438510602194,1730.0,-11.856759636083073
-0.998929412662983,-16.354054096684862,0.0,0.0,0.00028986024190089663,0.48901706337928774,550.0,0.526654577255249,-11.533242670197364,0.001534447236917913,0.990409764603313,5.313433197423279,2200.0,0.46260870397090914,6.403397111303818,0.5130318927503142,0.0076904296875,0.0451171875,-1.1806894942880877,0.76,0.03230342892929912,21,-14.696470569169621,-2.05787290143453,-11.587079668663709,11.559474373618057,-0.034079066943377256,-14.486430127759604,-6.230389030891203,-0.03637876929715276,-6.526280191535328,-6.591161439374636,0.4598587026332691,-0.09806895796209573,0.32,1557.0,-0.9973607495427131,1367979.0,0.0,0.34644423574209215,-0.7533822577741376,8029.0,-11.438874641333953
-0.9989099979400635,-11.959743241847345,0.0,0.0,0.0002950309881271096,0.49910300597548485,575.0,0.5423092007637024,-11.233761486964521,0.0016464108426589518,0.26498422712933756,4.930525601558327,2300.0,0.4699620954692364,4.601333662003535,0.7286372406304918,0.0074951171875,0.04453125,-1.144658064138819,0.57,0.033685298170894384,22,-10.38944285184305,-1.986524441110305,-11.304098317859246,11.228086040504916,-0.03466215431690216,-14.285931525661988,-4.48324949647452,-0.03638294460251927,-4.864003282091976,-4.776254552134652,0.3486735246345425,-0.09923591259866953,0.32,1847.0,-0.9968790069222451,1418727.0,0.0,0.3542126268148422,-0.7589621163944684,634.0,-11.160550995959166
-0.9988955557346344,-9.62158554604178,0.0,0.0,0.00029887441669416146,0.5069031268358231,600.0,0.5558637052774429,-11.185326491094163,0.0015690915344748646,0.9585838343353373,4.9520655662226805,2400.0,0.4761858269572258,5.95577580004194,0.526139311056968,0.0077392578125,0.0439208984375,-1.2800480500900868,0.78,0.03512497367337346,23,-10.821557319194486,-1.9845018955278646,-11.273210243536536,11.119583331016923,-0.03578835129737854,-14.037293252935433,-5.800109484002388,-0.036265643499791625,-6.141566310042874,-6.166539060322431,0.34028683181225555,-0.10236134454607963,0.4,1534.0,-0.9972116902470589,1462120.0,0.0,0.36426248773932457,-0.7597824799911905,4491.0,-11.052280207384635
-0.9989160731434822,-9.46425770618846,0.0,0.0,0.0002934127678599907,0.5145112589001656,625.0,0.5679317027330398,-10.731791285823125,0.0016583563323365525,0.4983127109111361,4.872411898691277,2500.0,0.4848338283598423,5.479252835661667,0.6329331447661348,0.007421875,0.04091796875,-1.8239125003679637,0.83,0.0346797869540751,24,-11.786860531167926,-1.9082340033950458,-10.817550821163554,10.652476824074842,-0.03779756501317024,-11.72837500097648,-5.319308655754465,-0.038314147386699915,-5.631145369632515,-5.65694902626595,0.47216196673897326,-0.10522018261253833,0.36,1383.0,-0.9968276128172875,1500040.0,0.0,0.37128067910671236,-0.7611975235166029,889.0,-10.59372597782441
-0.9989031195640564,-8.099632565327575,0.0,0.0,0.0002968562333990121,0.5221437618136406,650.0,0.5793141946196556,-10.748946014910716,0.0015726851561339572,0.9900105152471083,4.972078502579537,2600.0,0.4906232960522175,6.163142355352725,0.5863445221008765,0.0077880859375,0.0491455078125,-1.2326384139233981,0.76,0.03700228668749332,25,-10.600773199756095,-1.8918832835784998,-10.822923181646313,10.636475995593477,-0.03919364251196385,-11.885683184961852,-6.003711861385382,-0.04057695800438523,-6.339104419422178,-6.384677459358375,0.39166666666666666,-0.10783749837428332,0.44,1440.0,-0.9971962302923203,1540951.0,0.0,0.3816773422062397,-0.7726017590463016,5706.0,-10.572564759133702
-0.9988823369145393,-10.756025523464789,0.0,0.0,0.00030239060943131334,0.5302075415849685,675.0,0.5933131411671638,-10.443671356373958,0.0017212710779858753,0.9911738746690203,5.063233637720823,2700.0,0.4942174591124058,6.604036512933615,0.4971212729696443,0.0080322265625,0.0529541015625,-0.9157709587300165,0.84,0.03742204047739506,26,-12.504538289698734,-1.8874570997435511,-10.534209344608731,10.26677648080863,-0.040757544338703156,-11.085066916689943,-6.4387627248337065,-0.04204742275178432,-6.799390917372236,-6.854134048516608,0.4953670705630791,-0.10943022128194571,0.64,1403.0,-0.9965569242835045,1574177.0,0.0,0.39252000749111177,-0.7748487564171228,3399.0,-10.225416083359779
-0.9988826006650925,-10.21285846018624,0.0,0.0,0.0003023162182216765,0.5373213738203049,700.0,0.6028191477060318,-9.504240011418933,0.0016396347840782256,0.9665490256252877,4.677828723500747,2800.0,0.49943997263908385,6.263832217765467,0.44271155621720465,0.008056640625,0.031787109375,-1.4984732477608966,0.74,0.03772060014307499,27,-12.20272799979421,-1.850520985960611,-9.542541253645021,9.238057548237418,-0.042295395582914355,-11.501324810874266,-6.059861367664108,-0.04279984766617417,-6.4406035676699105,-6.487542267339987,0.4847560975609756,-0.1124873636290431,0.28,1640.0,-0.9969081670045853,1617779.0,0.0,0.4012462720274925,-0.7751234843970451,6517.0,-9.160174533413246
-0.9989188268780709,-10.335400942010555,0.0,0.0,0.0002926834858953953,0.5454456254839897,725.0,0.6155313983559608,-9.917168469193673,0.0016659150714986026,0.9745564892623716,5.719767886728308,2900.0,0.5067536354064941,6.369598259075852,0.5494423159209468,0.007861328125,0.0385986328125,-2.24272039772379,0.84,0.038010317273437975,28,-12.704325313185203,-1.861295940976197,-10.014650613299317,9.751982092441569,-0.04314684346318245,-12.389853405469118,-6.144074014408758,-0.043523242231458426,-6.4781265754913235,-6.541273807900035,0.41002277904328016,-0.11631098538637161,0.56,1317.0,-0.996795092523098,1652315.0,0.0,0.4092647969722748,-0.7810468416817458,4284.0,-9.668296189119506
-0.9988954097032547,-9.902957091358289,0.0,0.0,0.00029891022204537877,0.5512357816100121,750.0,0.6289323851466179,-10.00827090573929,0.0016928130877204239,0.9590834697217676,5.992410079215523,3000.0,0.5122841596603394,6.334902226213776,0.42416070434244996,0.00771484375,0.0489990234375,-1.2515853859129757,0.75,0.03814373621717095,29,-11.442816082118968,-1.90184318137035,-10.090228854443804,9.78038109878155,-0.04435185715556145,-11.88562570087126,-6.098220438702266,-0.04529248913750052,-6.504782201735535,-6.574410559810121,0.42332474226804123,-0.1170465461909771,0.68,1552.0,-0.9966793462634087,1690364.0,0.0,0.4164727672934532,-0.7803268798594217,2444.0,-9.687440963232884
-0.9989089608192444,-11.844428263968378,0.0,0.0,0.00029530425745178946,0.5585101008415222,775.0,0.6393299505114556,-9.800347202712235,0.0015974630863638596,0.9535980148883375,5.205450673433911,3100.0,0.5211278140544892,5.503449038668924,0.5084748134057802,0.0075927734375,0.0475830078125,-1.2044352792954152,0.77,0.03826597826555371,30,-11.124874699390155,-1.8647387116245226,-9.885652858797595,9.572091681224116,-0.044260304793715476,-12.278903592744555,-5.350831936809635,-0.04688553921878338,-5.770225758446684,-5.74864307089667,0.42027114267269206,-0.12072575092315674,0.36,1549.0,-0.9970896169543266,1733274.0,0.0,0.4207915745675564,-0.7863178167135629,4030.0,-9.471018529617155
-0.9988477408885956,-10.088074099787253,0.0,0.0,0.0003115947765763849,0.5637453123927116,800.0,0.6520767346024513,-9.677671754282226,0.0016656252584652976,0.9790949335956715,5.35898119338094,3200.0,0.527857880294323,6.664708380559071,0.47936940102387693,0.0083251953125,0.0430908203125,-2.151099013294065,0.89,0.03817690378054976,31,-10.445499493662698,-1.886747912802457,-9.733548687334373,9.356056454846264,-0.04577108807861805,-11.060421433373731,-6.431418463003093,-0.04851110093295574,-6.800143457885821,-6.84342227570353,0.4779929577464789,-0.12087235171347857,0.64,1136.0,-0.9967963352799416,1762602.0,0.0,0.4261165648698807,-0.7856067102205998,4066.0,-9.281653817202326
-0.9988807559013366,-9.89154165576928,0.0,0.0,0.0003028077375347493,0.5703418463468551,825.0,0.6646128967404366,-9.306804034112236,0.0016234373644692824,0.9745273109243697,7.157683799377909,3300.0,0.5340699300169944,6.221748063830285,0.29828358147196454,0.007275390625,0.049609375,-1.4208625754122812,0.86,0.037819938454777005,32,-14.747949421354395,-1.83872810624016,-9.409654228923461,8.997618280789395,-0.0467616586945951,-11.898060477401804,-6.00197353564227,-0.0503047151491046,-6.474292204802775,-6.492091411466262,0.4437400950871632,-0.12225618176162242,0.6,1262.0,-0.9969778567552566,1794453.0,0.0,0.43177986741065977,-0.7859079349273088,3808.0,-8.926301603306433
-0.9988363012671471,-5.1610108110728214,0.0,0.0,0.0003146400162222562,0.5797012612223625,850.0,0.6764545187354087,-8.777778320802636,0.001732164787244983,0.9917945600972496,6.062714600071378,3400.0,0.539484791457653,6.328925263193729,0.41608031126062367,0.0076904296875,0.038134765625,-1.9389651077728363,0.84,0.038631259277462957,33,-10.392580482827535,-1.7783877659101563,-8.851985359317933,8.487990343144526,-0.04920765431597829,-11.638674914254194,-6.107147187233504,-0.05101145152002573,-6.506407006927451,-6.574530354145554,0.40215716486902925,-0.11854980122298002,0.44,1298.0,-0.9965100586414337,1830654.0,0.0,0.4367389865219593,-0.7884969154467398,6581.0,-8.430397884334932
-0.9989033147692681,-6.51586483543194,0.0,0.0,0.0002968086784676416,0.5869202181696892,875.0,0.6877256453037262,-9.00378975357886,0.0016498442069860174,0.9533858267716535,6.235227536826763,3500.0,0.5453457221388817,6.219332531795089,0.299258045108537,0.0080322265625,0.0642333984375,-1.3255964539727956,0.86,0.03890640577301383,34,-12.200068476168392,-1.8721896939438012,-9.081759538319583,8.641258917251378,-0.050884751696139575,-10.621042299805273,-5.981215965880739,-0.05232855742797256,-6.451937500995061,-6.494639813287543,0.4475580464371497,-0.12137857060879469,0.56,1249.0,-0.996864227950573,1863178.0,0.0,0.44193762317299845,-0.7886967744780122,3175.0,-8.563790547324698
-0.9988684520125389,-8.806403584485878,0.0,0.0,0.00030608178458351175,0.5938696041703224,900.0,0.6988412752747536,-8.971876315180388,0.0016220119985518977,0.821710127349909,6.099871631032186,3600.0,0.5530217930674552,6.409725408143198,0.2659916447452497,0.007861328125,0.04775390625,-1.1168534119710096,0.87,0.03908206019550562,35,-12.942273011076935,-1.8274686532487976,-9.030211969018406,8.652725403640943,-0.05354411918669939,-10.4213744459328,-6.188431240971357,-0.054282948933541776,-6.689734879245518,-6.7074832004774,0.4625,-0.1228481201454997,0.44,1200.0,-0.9969839960336685,1895484.0,0.0,0.44779644832015036,-0.792789624420766,1649.0,-8.59328409958042
-0.9989174053072929,-7.744029830757399,0.0,0.0,0.00029305583084351385,0.5991328820586205,925.0,0.7101442635059356,-8.892019263512221,0.0016249518608674406,0.9745928338762215,5.983607526786522,3700.0,0.5595338463783264,6.256196507484701,0.38876790788254845,0.008056640625,0.07158203125,-0.9299870336518147,0.84,0.03977638706564903,36,-11.457280394035433,-1.8405941540975619,-8.935503870703528,8.553312914755987,-0.05359362149611115,-10.618679014804318,-6.050681459216721,-0.05498739527538419,-6.546072406932599,-6.495189820356552,0.36606498194945847,-0.12306767329573631,0.48,1385.0,-0.9969713464379311,1934608.0,0.0,0.454653749614954,-0.7882791577583703,4605.0,-8.53827726073662
-0.9988881796598434,-6.740074202548661,0.0,0.0,0.000300834988229326,0.606156912446022,950.0,0.7230244234204293,-8.758811926859176,0.001512976348749362,0.9718698290126861,6.550558753386781,3800.0,0.565137180685997,6.488915234396634,0.27063440724496196,0.00888671875,0.06337890625,-1.9611921589829924,0.89,0.040145619120448825,37,-11.835359829022467,-1.8391398941428634,-8.79109209074311,8.411120823664945,-0.05439204666763544,-9.990941344065053,-6.251109403193166,-0.056166574265807866,-6.749255291454953,-6.761221375947164,0.46379170056956875,-0.12680164650082587,0.6,1229.0,-0.9974531412124634,1966560.0,0.0,0.4607217937707901,-0.7932156965118338,3626.0,-8.309515887920105
-0.9989059284329415,-6.708339130524234,0.0,0.0,0.0002961079964734381,0.6137561738491059,975.0,0.7360103920102119,-8.624869675445893,0.0015442797302966937,0.9599133261105092,6.6377614556560145,3900.0,0.5712786987423897,6.466417969043912,0.3029646135798854,0.007568359375,0.051171875,-1.2472905456153598,0.9,0.03968759449198842,38,-12.827163041040276,-1.7986399119319685,-8.71086453538509,8.322802080818335,-0.05630961675196886,-10.316060434175032,-6.2362163961188735,-0.05632080119103193,-6.729507142642538,-6.722301535525746,0.484775641025641,-0.1316910207271576,0.48,1248.0,-0.9973184496164322,1999761.0,0.0,0.46398849636316297,-0.7974315636456595,4615.0,-8.260657771103109
